,Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
4523,70733,US,"Very ripe and full bodied, this wine has seemingly sweet flavors like cherry and strawberry jam. Low acidity and light tannins give it a soft, almost syrupy texture.",Old Vine Tamura Vineyard,83,32.0,California,Lodi,Central Valley,Jim Gordon,@gordone_cellars,Baron Cooper 2012 Old Vine Tamura Vineyard Zinfandel (Lodi),Zinfandel,Baron Cooper
4524,31376,Portugal,"Soft and smooth, this velvet-textured wine reveals blackberry fruitiness and a nice touch of acidity. A mineral edge adds a textured element to the final fresh berry fruits. Drink from 2016.",,88,,Tejo,,,Roger Voss,@vossroger,Quinta da Alorna 2011 Red (Tejo),Portuguese Red,Quinta da Alorna
4525,26244,US,"This is a Merlot-dominated Bordeaux blend. Along with pleasant, strawberry fruit you'll find scents of candied roses and hints of fresh herb. The length and detail bespeak a wine with medium-term aging potential. Baking spices dominate the finish, with a burst of heat from the near-15% alcohol.",Ruby Leigh Red,90,42.0,Washington,Red Mountain,Columbia Valley,Paul Gregutt,@paulgwine ,Sparkman 2007 Ruby Leigh Red Red (Red Mountain),Red Blend,Sparkman
4526,121075,US,"Robust and spicy, with a soft, juicy mouthfeel framing Zinny flavors of wild cherries, mulberries and briary blackberries. It's pretty tannic, and calls for rich, greasy barbecue.",Tood Brothers Ranch Old Vines,87,32.0,California,Alexander Valley,Sonoma,,,Dashe Cellars 2009 Tood Brothers Ranch Old Vines Zinfandel (Alexander Valley),Zinfandel,Dashe Cellars
4527,11348,,"Light and fruity, this is a wine that has some sweetness, a gentle series of white fruits, acidity and lemon zest at the end. Screwcap.",Partager,82,,,,,Roger Voss,@vossroger,Barton & Guestier NV Partager White,White Blend,Barton & Guestier
4528,14075,US,"Sweet and simple. Tastes like a supermarket fruit juice blend of mango, peach and orange.",,82,11.0,California,California,California Other,,,McManis 2009 Viognier (California),Viognier,McManis
4529,93180,Germany,"Chalk and slate meld into blossomy floral tones in this fragrant off-dry Riesling. Zesty and spry, the palate is marked by flavors of freshly pressed apple, pear and lemon. Drink now through 2020.",Rüdesheim Bischofsberg Kabinett Feinherb,89,20.0,Rheingau,,,Anna Lee C. Iijima,,Dr. Nägler 2014 Rüdesheim Bischofsberg Kabinett Feinherb Riesling (Rheingau),Riesling,Dr. Nägler
4530,118366,France,"A blend of Malbec and Merlot, this is a rich, fruity wine. It has a tannic firmness and a stalky black currant juiciness, along with intense acidity. There is a rough, rustic aftertaste that spoils the general fruitiness.",Diablerie,84,16.0,Southwest France,Côtes de Duras,,Roger Voss,@vossroger,Domaine les Hauts de Riquets 2012 Diablerie Red (Côtes de Duras),Bordeaux-style Red Blend,Domaine les Hauts de Riquets
4531,109483,US,"The inviting scents of melting butter on hot dinner rolls and vanilla-lemon custard ensure a rich wine, and the palate delivers with caramelized apples, dominant oak and more vanilla on the finish. It is balanced out with mustardy tartness and lemon rind acidity.",Black Cap Reserve,89,48.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Blackjack 2012 Black Cap Reserve Chardonnay (Santa Barbara County),Chardonnay,Blackjack
4532,21268,US,"From a well-regarded site in the Horse Heaven Hills, this pure Malbec is clean and well-proportioned, but a bit on the simple side. Plain red fruit flavors, accented with light barrel notes, quickly fade on the delicate finish.",Phinny Hill Vineyard,86,32.0,Washington,Horse Heaven Hills,Columbia Valley,Paul Gregutt,@paulgwine ,Smasne Cellars 2008 Phinny Hill Vineyard Malbec (Horse Heaven Hills),Malbec,Smasne Cellars
4533,79768,Australia,"Yering Station makes a regular Chardonnay and a Reserve Chardonnay as well; this is its entry-level Chard, and quite a good one. Bright pineapple notes and a hint of grilled fruit are clean and fresh if somewhat straightforward in this medium-bodied wine. Drink now.",Little Yering,87,13.0,Victoria,Yarra Valley,,Joe Czerwinski,@JoeCz,Yering Station 2008 Little Yering Chardonnay (Yarra Valley),Chardonnay,Yering Station
4534,117377,New Zealand,"Shows good concentration of tropical and citrus fruit, but also a heavy veneer of vanillin oak, ending on notes of tangerine and slightly bitter roasted coffee. It's still a good wine, and if your preferences run toward dark, oaky flavors on the finish, you may like it more than this.",Godfrey Reserve,86,29.0,Marlborough,,,Joe Czerwinski,@JoeCz,Kathy Lynskey 2005 Godfrey Reserve Chardonnay (Marlborough),Chardonnay,Kathy Lynskey
4535,26980,US,"A very dry, acidic, rather severe Pinot Noir, made in a tighter, leaner style than most. If you find California Pinot too fruity, you'll like the streamlined raspberry, pepper and mineral flavors.",,87,30.0,California,Mendocino County,,,,Paul Dolan 2007 Pinot Noir (Mendocino County),Pinot Noir,Paul Dolan
4536,75204,Spain,"Schisty minerality infiltrates blackberry, cassis and raisin aromas. In the mouth, this is fully saturated and jammy. Flavors of blueberry and raisin suggest borderline overripeness, while the finish is jammy and pinched.",Cartoixa,87,52.0,Catalonia,Priorat,,Michael Schachner,@wineschach,Scala Dei 2007 Cartoixa Red (Priorat),Red Blend,Scala Dei
4537,90224,US,"Beginning to dry out with age, with the berry flavors fading to reveal alcohol and herbs. Drink up.",Heritage Selection,82,26.0,California,Alexander Valley,Sonoma,,,Pat Paulsen Vineyards 2009 Heritage Selection Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Pat Paulsen Vineyards
4538,41362,Spain,"Cheesy oak and dull white-fruit aromas are not a big draw. A chunky plodding palate feels a bit heavy, while dry oaky flavors suggest pear and green apple. Hailing from a cold, wet vintage, this seems as though it's losing clarity.",Plácet,86,45.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Palacios Remondo 2013 Plácet Viura (Rioja),Viura,Palacios Remondo
4539,91645,US,"This is a very accessible white wine for those seeking a reliable alternative that's both bright and flavorful. Aromas of coconut, poached pear, chamomile and white flowers show on the broadly painted nose, while the palate is clean and crisp with apple, zippy acidity and a chalky minerality.",,91,18.0,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,J Wilkes 2015 Pinot Blanc (Santa Maria Valley),Pinot Blanc,J Wilkes
4540,72143,US,"Full-bodied and expressively juicy, this is an enjoyable wine right now, rich, earthy and balanced between its notions of red cherry and blackberry fruit and exotic cardamom spice. Harmonious and layered, it finishes with aplomb.",No. 11,90,65.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,JCB 2012 No. 11 Pinot Noir (Sonoma Coast),Pinot Noir,JCB
4541,40302,US,"This is Langetwins's first vintage of Malbec from estate vineyards and it leaves a bit to be desired. Flat and a tad watery, it's a one-dimensional quaff.",Estate grown,80,15.0,California,Lodi,Central Valley,Virginie Boone,@vboone,LangeTwins 2010 Estate grown Malbec (Lodi),Malbec,LangeTwins
4542,95769,France,"This is deliciously crisp and steely, with an apple flavor and the weight of citrus and grapefruit. It has a minerally, chalky feel, and then the wine rounds out, with crisp fruit on the finish.",Drouhin-Vaudun Premier Cru,90,37.0,Burgundy,Chablis,,Roger Voss,@vossroger,Joseph Drouhin 2010 Drouhin-Vaudun Premier Cru  (Chablis),Chardonnay,Joseph Drouhin
4543,46247,US,"Lots to like in this creative blend of Vermentino, Verdelho, Viognier and Sauvignon Blanc. It's well acidified, with citrus, orange blossom, peach, apricot, buttercream and mineral flavors. Just a bit too sweet, though, with a sugary taste throughout.",White4 Huerhuero,86,16.0,California,Paso Robles,Central Coast,,,Vina Robles 2009 White4 Huerhuero White (Paso Robles),White Blend,Vina Robles
4544,18053,France,"Very pure notes of cherry and strawberry pervade this wine. They are perfumed with a slight conifer scent that spells freshness and lifted ease. The palate has an unforced, elegant concentration. This is charming and fresh, with convincing depth, purity and a lasting, fresh finish.",Signature,90,25.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,René Muré 2014 Signature Pinot Noir (Alsace),Pinot Noir,René Muré
4545,42444,Italy,"Here's a forward and friendly selection, made from Sangiovese and other native grapes. It offers a floral nose of violet and iris, with delicious wild cherry and spice flavors. This is ready to drink, so enjoy soon.",,88,19.0,Tuscany,Rosso di Montepulciano,,Kerin O’Keefe,@kerinokeefe,Il Conventino 2011  Rosso di Montepulciano,Red Blend,Il Conventino
4546,56452,US,"Those familiar with Morgan's more expensive Chardonnays, such as the Double L (which comprises 55% of this blend) will find true value in this regional wine. It shows similar power and authority in a showy, Chablis-style wine whose acidic, minerally structure frames intense citrus and oak flavors.",Highland,91,26.0,California,Santa Lucia Highlands,Central Coast,,,Morgan 2006 Highland Chardonnay (Santa Lucia Highlands),Chardonnay,Morgan
4547,79796,US,"A 100% Sauvignon Blanc that was fermented in both stainless steel and neutral oak, this wine offers floral, nutty and deeply layered suggestions of structured oak. Medium to full-bodied, it's lengthy and impressive, with crispness to the finish.",LeBlanc Crystal Springs Vineyard,90,24.0,California,St. Helena,Napa,Virginie Boone,@vboone,Salvestrin 2013 LeBlanc Crystal Springs Vineyard Sauvignon Blanc (St. Helena),Sauvignon Blanc,Salvestrin
4548,45101,US,"Generous in toasty barrel characteristics of smoky oak and apple crisp, crème brûlée and caramel, this is true to its 100% barrel fermentation and big-boned style.",,85,30.0,California,Los Carneros,Napa-Sonoma,Virginie Boone,@vboone,V. Sattui 2012 Chardonnay (Los Carneros),Chardonnay,V. Sattui
4549,110355,US,"This restrained, focused, well priced and crowd-pleasing Chardonnay shows butter, Gravenstein apple, Meyer lemon and almond touches on the nose. On the palate, poached apple fruit is interwoven with lemon and vanilla.",,90,16.0,California,Monterey County,Central Coast,Matt Kettmann,@mattkettmann,Slow Press 2014 Chardonnay (Monterey County),Chardonnay,Slow Press
4550,75877,US,"Not much Syrah is grown in the Willamette Valley, but Cristom has made it for quite some time now. Tart and astringent, this has black cherry and earth flavors, a light hint of fungus, and chewy tannins.",Estate,88,50.0,Oregon,Eola-Amity Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Cristom 2014 Estate Syrah (Eola-Amity Hills),Syrah,Cristom
4551,84076,Chile,"Dark to the eye, with perfectly adequate raspberry and black plum aromas. The palate is a touch acidic and tangy, but even though it's lean it packs ample cassis, plum and herbal influences. Solid for the money, with a feel-good personality.",120,85,9.0,Rapel Valley,,,Michael Schachner,@wineschach,Santa Rita 2006 120 Cabernet Sauvignon (Rapel Valley),Cabernet Sauvignon,Santa Rita
4552,43733,US,"Three quarters Sauvignon Blanc and the remaining Sémillon, this young and fresh wine has vivid citrus and grapefruit flavors leaning toward a hint of fresh cut pear. This is clean, crisp and leesy, with bracing acidity.",Snowflake,88,16.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Davenport Cellars 2012 Snowflake Sauvignon Blanc-Semillon (Columbia Valley (WA)),Sauvignon Blanc-Semillon,Davenport Cellars
4553,42813,US,"Ripe, rich blackberry and plum notes abound from nose to finish in this bold, deeply concentrated wine. The palate is velvety in texture, edged by a fine, chalky frame of tannins and lively cranberry acidity. Hints of pepper, dried herb and lavender lend nuance to a long finish.",Lambardo,90,35.0,New York,Long Island,Long Island,Anna Lee C. Iijima,,Wölffer 2013 Lambardo Merlot (Long Island),Merlot,Wölffer
4554,41891,US,"This expands the winery's portfolio with a nod to the $20 pricepoint that's become a defining limit to affordable Oregon Pinot. This wine is hard, slightly burnt and bitter in the finish, with simple candy cherry-fruit flavors.",Straight Shooter,85,20.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Maison L'Envoyé 2015 Straight Shooter Pinot Noir (Willamette Valley),Pinot Noir,Maison L'Envoyé
4555,20843,Italy,"Here's a vibrant red that has red berry, blue flower and spice aromas, with a whiff of salinity. The juicy palate offers fleshy red cherry and ripe raspberry accented by white pepper. With fresh acidity and soft tannins, this cries out for food and would work well with pizza.",,89,18.0,Southern Italy,Campi Flegrei,,Kerin O’Keefe,@kerinokeefe,Grotta del Sole 2012 Piedirosso (Campi Flegrei),Piedirosso,Grotta del Sole
4556,25044,Spain,"Green apple, citrus and distant celery aromas feed into a fresh, peppy, citrusy palate with tangerine, lime and pink grapefruit flavors. The finish is citrusy like the palate, meaning it's bright, juicy and dry.",Brut,88,14.0,Catalonia,Cava,,Michael Schachner,@wineschach,Biutiful NV Brut Sparkling (Cava),Sparkling Blend,Biutiful
4557,77561,US,"Merlot hardly gets richer than this. Just explodes in the mouth with flavors of black cherry, blackberry and chocolate truffle flavors. As sweet as it seems, it's actually dry, with a wonderful edge of acidity. Drink now.",,91,36.0,California,Napa Valley,Napa,,,Keenan 2008 Merlot (Napa Valley),Merlot,Keenan
4558,28832,France,"With too much smoky toast, this gives a hard, extracted feel with licorice rather than fruit. Tannins are dense and hints of juicy fruitiness only appear in the background.",,84,20.0,Bordeaux,Castillon Côtes de Bordeaux,,Roger Voss,@vossroger,Château de Monbadon 2012  Castillon Côtes de Bordeaux,Bordeaux-style Red Blend,Château de Monbadon
4559,60752,South Africa,"This Chenin seems to have an older soul than its peers, with mature notes of honeyed almond and sweet spice that infiltrate the Anjou pear and hard peach flavors. Citrus pith adds a touch of bitterness to the otherwise toasty, sweet spice-infused finish.",De Tradisie,89,19.0,Stellenbosch,,,Lauren Buzzeo,@laurbuzz,Rudera 2009 De Tradisie Chenin Blanc (Stellenbosch),Chenin Blanc,Rudera
4560,120125,US,"This red wine has brisk tannins that frame blackberry and currant flavors, with a meat note and lots of peppery spice. It's bone dry, and while it's a little rustic, it's easy to drink with lamb and beef dishes.",,85,18.0,California,Sonoma County,Sonoma,,,Elements by Artesa 2009 Red (Sonoma County),Red Blend,Elements by Artesa
4561,125253,US,"Star fruit and citrus notes build into riper peach and tree fruit flavors. A hint of powdered sugar colors the finish, as does a burst of buttered toast. Still integrating, this will reward further cellaring. Drink 2019–2030.",Caitlin's Reserve,92,45.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Adelsheim 2015 Caitlin's Reserve Chardonnay (Willamette Valley),Chardonnay,Adelsheim
4562,13942,Argentina,"With its tropical melony aromas and crisp palate, this comes across as rock-solid Torrontés. It's tight and tastes of lime and pineapple. There's an exactness to this wine, sort of like savoring a perfect lime. Not complicated but very satisfying; drink immediately for maximum freshness.",,89,14.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Gauchezco 2010 Torrontés (Mendoza),Torrontés,Gauchezco
4563,77267,US,"Scents of waxy honeycomb and crushed minerals waft from this off-dry Pinot Gris. On the palate, lush, ripe peach and melon flavors penetrate. It's unabashedly fruity and forward with a bold, heavy mouthfeel.",Curry Creek Vineyards,85,24.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Red Newt Cellars 2012 Curry Creek Vineyards Pinot Gris (Finger Lakes),Pinot Gris,Red Newt Cellars
4564,63459,France,"Intensely herbaceous, this is grassy, crisp, catty—all the flavors that come from young, cool-climate Sauvignon Blanc are here in bucketsful. It is delicious, refreshing and aromatic. Drink from 2015.",La Rambarde,89,25.0,Loire Valley,Pouilly-Fumé,,Roger Voss,@vossroger,Domaine Landrat-Guyollot 2012 La Rambarde  (Pouilly-Fumé),Sauvignon Blanc,Domaine Landrat-Guyollot
4565,82877,Italy,"Azelia's San Rocco Barolo is a stupendous wine with impressive intensity and generous aromas of wild berries, licorice, white truffle, menthol, spice, tar and leather. The tannins are firm and polished and the wine fades slowly leaving a pretty vanilla aftertaste. Hold until 2018. A Marc de Grazia selection; various American importers.",San Rocco,95,,Piedmont,Barolo,,,,Azelia 2006 San Rocco  (Barolo),Nebbiolo,Azelia
4566,37808,France,"A ripe wine that is almost off dry, this has a ripe cherry character, rich in the mouth and with a full texture. The aftertaste brings out spice and tannins. Bordeaux Clairet lies between rosé and red in color and in taste.",,85,17.0,Bordeaux,Bordeaux Clairet,,Roger Voss,@vossroger,Château Timberlay 2014  Bordeaux Clairet,Bordeaux-style Red Blend,Château Timberlay
4567,105566,France,"91–93. Barrel sample. Showing both a firm tannic structure and jammy black fruits, this is a finely ripe and full wine. It has spice, sweet fruits and a solid tannic core. A wine that is likely to age well.",Barrel Sample,92,,Bordeaux,Saint-Estèphe,,Roger Voss,@vossroger,Château Le Boscq 2012 Barrel Sample  (Saint-Estèphe),Bordeaux-style Red Blend,Château Le Boscq
4568,3623,US,"Soft and thin, with rustic berry, tobacco and spice flavors that finish sweet.",,82,18.0,California,Napa Valley,Napa,,,Waterstone 2008 Merlot (Napa Valley),Merlot,Waterstone
4569,83200,US,"This wine is a blend of Merlot (58%), Cabernet Franc (22%), Cabernet Sauvignon (15%) and Petit Verdot. Brooding aromas of cherry, blackberry, wood spice, anise and bittersweet chocolate lead to dry, incredibly tightly wound tannins. It needs significant time in the cellar to soften a bit. Don't go near it until 2025 unless you give it an extended decant.",Epinette,91,95.0,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,Force Majeure 2014 Epinette Red (Red Mountain),Bordeaux-style Red Blend,Force Majeure
4570,127110,US,"The vibrant, opaque purple color of this wine attests to its good concentration. The nose shows attractive notes of cherry cola while flavors on the palate are disappointingly diffuse, reminiscent of a red berry soup. The soft, sweetish palate with velvety tannins finishes a bit short.",Limited Release,83,38.0,New Mexico,New Mexico,,,,D.H. Lescombes 2007 Limited Release Petite Verdot (New Mexico),Petite Verdot,D.H. Lescombes
4571,119821,Greece,Exotic aromas of spice and herbs are followed by a fresh fruit palate and a peppery finish in this appealing and playful white.,,88,18.0,Mantinia,,,Susan Kostrzewa,@suskostrzewa,Domaine Spiropoulos 2015 Moschofilero (Mantinia),Moschofilero,Domaine Spiropoulos
4572,109624,France,"Made from Loire Valley fruit, this is a soft rosé—the word Dry indicates it is off-dry rather than Brut. It has sweetened strawberry juice and a jammy character, with little in the way of acidity.",Réserve Rosé Dry,82,20.0,France Other,Vin Mousseux,,Roger Voss,@vossroger,Charles de Fère NV Réserve Rosé Dry Sparkling (Vin Mousseux),Sparkling Blend,Charles de Fère
4573,2831,France,"This blend of Sauvignon Blanc, Muscadelle and Sémillon is round, full and softly textured. White fruits, spice and fresh acidity are already well integrated. The end is tangy with lemon zest flavors. Drink now. The estate has been in the Forcato family since 1950.",,86,12.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Lary 2014  Bordeaux Blanc,Bordeaux-style White Blend,Château Lary
4574,77556,France,"With some good years of aging, this wine is smooth and generous. It still has all its black fruits and acidity along with some integrated tannins that are now a part of this ripe wine. It is ready to drink.",Le Prestige,88,,Southwest France,Cahors,,Roger Voss,@vossroger,Château la Reyne 2012 Le Prestige Malbec Blend (Cahors),Malbec Blend,Château la Reyne
4575,62385,Chile,"Lots of big fruit is what defines this easy-to-like wine. The nose throws off equal parts cassis, raspberry and plum, while the palate is saturated and dense, with pleasing cassis, plum and chocolate flavors. Given that the price is under $15 and production was 150,000 cases, it's hard to register any complaints. This is your classic Best Buy Cab all the way around.",Reserva,89,14.0,Maipo Valley,,,Michael Schachner,@wineschach,Santa Rita 2006 Reserva Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Santa Rita
4576,118942,US,"This is a fresh, approachable style of Viogner, offering a combination of apple, honey and toast on the nose and balanced flavors of curvy fruit and flowers on the palate. The viscous mouthfeel and lingering finish give the wine an opulent appeal. Not terribly complex, but good overall.",,85,28.0,Virginia,Virginia,,Susan Kostrzewa,@suskostrzewa,The Williamsburg Winery 2006 Viognier (Virginia),Viognier,The Williamsburg Winery
4577,57306,Chile,"Aromas of graham cracker and chocolaty fruit yield something similar to berry pie. The mouth is grapey and full, with sizable tannins and not much finesse. With airing this wine grows more cumbersome and untamed.",,84,7.0,Cachapoal Valley,,,Michael Schachner,@wineschach,La Palma 2002 Merlot (Cachapoal Valley),Merlot,La Palma
4578,11333,Austria,"Crunchy red cherry and stone, the merest hint of vanilla and a densely-packed but toned texture of bundled, fine tannins make for a compact wine. This is too young to show its true colours now and will take time to relax into itself and unfold St Laurent's cherry charm. Right now, everything is tightly grasped and coiled. Drink 2017–2025.",Feuersteig,93,45.0,Burgenland,,,Anne Krebiehl MW,@AnneInVino,Tinhof 2012 Feuersteig St. Laurent (Burgenland),St. Laurent,Tinhof
4579,23870,Spain,"Questionable value at $70, but this is very good and rather unique white Rioja. Remelluri uses a multitude of common and unheard-of grapes, and they hit it with a lot of oak. Still, amid the oily richness there's balance, acidity and excellent layering of grass, spice, apple, banana and lemon flavors. Big at 14.5%, but it will go really well with baked fish or lobster.",Blanco,90,71.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Remelluri 2006 Blanco White (Rioja),White Blend,Remelluri
4580,60647,Austria,"Inviting hints of crushed blueberry and blackberry show the slightest overtones of smoke. The palate is smooth, with still slightly crunchy but ripe tannins that provide a pleasant framework for the refreshing berry fruit. A ripe, appetizing medium-bodied red with a welcome streak of freshness.",Rosenberg,89,60.0,Carnuntum,,,Anne Krebiehl MW,@AnneInVino,Markowitsch 2012 Rosenberg Red (Carnuntum),Red Blend,Markowitsch
4581,109201,Spain,"Ripe berry fruit and gritty oak aromas lead to a full-bodied blocky palate with grating tannins. This is a heavily oaked blend of Syrah, Tempranillo and Merlot. Flavors of blackberry, vanilla and wood spice finish with barrel char and depth. Drink through 2023.",No. 12 Selección Especial,90,20.0,Levante,Valencia,,Michael Schachner,@wineschach,Venta del Puerto 2013 No. 12 Selección Especial Red (Valencia),Red Blend,Venta del Puerto
4582,119677,Portugal,"Long skin contact has given this wine both its name and its richness. It is packed with ripe apple and green pear flavors that are filled out even more by the tannic, tangy texture that comes from the grape skins. The wine is still young, a rare Vinho Verde that needs aging. Drink from 2017.",Contacto,92,,Vinho Verde,,,Roger Voss,@vossroger,Anselmo Mendes 2015 Contacto Alvarinho (Vinho Verde),Alvarinho,Anselmo Mendes
4583,58590,France,"A fresh style, showing crisp black currant flavors, acidity, a touch of licorice and a layer of dry tannin. Attractive, spicy finish.",Réserve Spéciale,85,17.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Domaines Barons de Rothschild (Lafite) 2006 Réserve Spéciale  (Bordeaux),Bordeaux-style Red Blend,Domaines Barons de Rothschild (Lafite)
4584,56430,US,"From a dry-farmed patch of land inaccessible to irrigation, this bottling offers rounded blackberry pie, chocolate, sun-baked rock and burnt caramel aromas. It's quite rich and thick on the palate, with baked boysenberry and clove dust flavors, proving a touch sweet.",Garrett's Vineyard Dry Land,91,64.0,California,Santa Lucia Highlands,Central Coast,Matt Kettmann,@mattkettmann,Boekenoogen 2015 Garrett's Vineyard Dry Land Pinot Noir (Santa Lucia Highlands),Pinot Noir,Boekenoogen
4585,34117,US,"This is a blend of several marquee vineyards, including Gap's Crown, Martinelli and Widdoes. It comes together nicely in a mix of fig and baked bread, peppered in baking spices and dried herb. Cherry comes through along with subtle hints of violet and rose, before a long, lingering finish ties things in a juicy bow at the end.",La Brisa,93,40.0,California,Sonoma County,Sonoma,Virginie Boone,@vboone,Walt 2013 La Brisa Pinot Noir (Sonoma County),Pinot Noir,Walt
4586,33623,France,"Generous and ripe, this features flavors of blackberry and damson. It still shows plenty of youthful tannins, but these are maturing and softening into a cushiony texture.",,91,,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Clos la Madeleine 2008  Saint-Émilion,Bordeaux-style Red Blend,Clos la Madeleine
4587,104742,South Africa,"This is a solid and well-made Chardonnay, with notes of yellow apple, melon and fresh hay on the nose and mouth. There's a subtle astringency to the fruit flavors on the medium-weight palate, with bright acidity that carries through to the clean and refreshing finish. Drink now–2019.",Fire Heath,88,33.0,Walker Bay,,,Lauren Buzzeo,@laurbuzz,B Vintners 2015 Fire Heath Chardonnay (Walker Bay),Chardonnay,B Vintners
4588,6751,Austria,"A restrained and powdery nose of yellow plum and ripe red apple hints at the ripeness, which is fully expressed on the broad palate. The mineral length is promising. Still tight, the wine needs time to come into its full, aromatic own. Drink from 2016.",Das weiße Mammut Reserve,89,,Kremstal,,,Anne Krebiehl MW,@AnneInVino,Forstreiter 2011 Das weiße Mammut Reserve Grüner Veltliner (Kremstal),Grüner Veltliner,Forstreiter
4589,49362,Germany,"Fresh floral tones persist from nose to finish on this sharp, spry wine that's refreshing, with a delicate, dancing mouthfeel. It finishes briskly on a cutting lemon-lime edge.",100 Hills Dry,89,15.0,Rheinhessen,,,Anna Lee C. Iijima,,Wittmann 2012 100 Hills Dry Riesling (Rheinhessen),Riesling,Wittmann
4590,112539,Italy,"Garnet colored with a light brick rim, this opens with aromas of leafy underbrush, leather and a whiff of menthol. The palate is straightforward for a Brunello and already surprisingly accessible, offering dried wild cherry, licorice and a hint of baking spice alongside ripe tannins.",,88,25.0,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Kirkland Signature 2010  Brunello di Montalcino,Sangiovese,Kirkland Signature
4591,102949,US,"This young wine is packed with a mix of fruit flavors, including apple, pear, touches of citrus and other light tropical tastes. Compact and bound up tightly, it should be cellared for another year or so, and/or aggressively decanted. The lightly buttery finish is proportionate and lingers, suggesting that further development in bottle may bring substantial rewards.",,91,49.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Trisaetum 2014 Chardonnay (Willamette Valley),Chardonnay,Trisaetum
4592,55343,Argentina,"Cherry, cassis and spice aromas are mild and comported. The wine feels chewy and just dense enough, with baked cassis, berry and herb flavors that finish toasty and hot, with a rubbery note. Clean aromas and full fruit flavors are this wine's best attributes.",Zagal,87,14.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Hacienda del Plata 2010 Zagal Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,Hacienda del Plata
4593,93452,US,"A perennial best-of-show winner, this lush take on rosé bursts with pretty cherry fruit, light touches of brioche and fresh-baked rolls. It finishes with a kiss of spice.",Rosé of,90,12.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Barnard Griffin 2012 Rosé of Sangiovese (Columbia Valley (WA)),Sangiovese,Barnard Griffin
4594,110739,France,"Ripe and fruity, this is already a delicious wine. It shows rich apricot and peach flavors that are balanced by good acidity. The aftertaste with its rich texture and touches of toast shows potential for aging. Drink now to 2020.",La Bardette,89,,France Other,Côtes du Jura,,Roger Voss,@vossroger,Domaine Labet 2011 La Bardette Chardonnay (Côtes du Jura),Chardonnay,Domaine Labet
4595,75400,US,"Slightly unripe, with an herbaceousness that interferes with the blackberries and currants, making the oak stick out uncomfortably. Sharp, too. But it's good and richly tannic, and dry. Made from all five traditional Bordeaux varieties.",Double T,86,25.0,California,Oak Knoll District,Napa,,,Trefethen 2007 Double T Red (Oak Knoll District),Bordeaux-style Red Blend,Trefethen
4596,48080,France,"A rare rosé Champagne whose color comes from Pinot Noir skins rather than from added red wine, this has vivid colors of orange and onion skin. It is rich, tasting as much like wine as like sparkling wine, with a full and ripe, yet dry, feel.",Rosé de Saignée Brut,88,69.0,Champagne,Champagne,,Roger Voss,@vossroger,Tendil & Lombardi 2007 Rosé de Saignée Brut Pinot Noir (Champagne),Pinot Noir,Tendil & Lombardi
4597,103287,Austria,"Big and rich, this is just settling into its stride. It has weight and richness, with taut acidity as well as a forward, concentrated, fruity character. For food and for aging.",Vordernberg Reserve,90,,Kremstal,,,Roger Voss,@vossroger,Felsner 2010 Vordernberg Reserve Grüner Veltliner (Kremstal),Grüner Veltliner,Felsner
4598,67557,US,"Shows strong, extracted blackberry and black cherry flavors, with a pie-filling spicy intensity. Almost too much of a good thing. Might improve a little in the bottle with a year or two.",Block Collection Walking Tree,86,25.0,California,Alexander Valley,Sonoma,,,Geyser Peak 2007 Block Collection Walking Tree Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Geyser Peak
4599,116936,US,"Sweet and sour in apricot, orange and vanilla flavors, this simple Chardonnay is fairly priced for the quality.",,84,10.0,California,Napa Valley,Napa,,,Napa Family Vineyards 2010 Chardonnay (Napa Valley),Chardonnay,Napa Family Vineyards
